oooooooooooooooooooooooooooooooooooooooooooooooooooool0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l07on7n0?07n7ooon0?067oon03`0OohOh0H0OhOoooh0H0HOooh0?01QP01P1P1QQP001P1P1P1P1P0l06600606066600060606060603`0HH00H0H0HHH000H0H0H0H0H0?01QP01P1P1QQP001P1P1P1P1P0l067n7n7oon67n7n7on7oon7n03`0HOhOhOoohHOhOhOohOoohOh0?01P1P1QP001P01QP01QP1P1P00l06060660006006600660606003`0H0H0HH000H00HH00HH0H0H00?01P1P1QP001P01QP01QP1P1P00l07n7on67on7on67n7n7n67on03`0OhOohHOohOohHOhOhOhHOoh0?001P1P1QP0001QP1QP1P01P1P0l00606066000066066060060603`00H0H0HH0000HH0HH0H00H0H0?001P1P1QP0001QP1QP1P01P1P0l07on67oon7n666667on67n6603`0OohHOoohOhHHHHHOohHOhHH0?01QQQQP001QQQQQQQP01QQQP00l06666600066666666006666003`0HHHHH000HHHHHHHH00HHHH00?01QQQQP001QQQQQQQP01QQQP00l0666667oon7n7n7n67n7n67n03`0HHHHHOoohOhOhOhHOhOhHOh0?01P01P1P0001P1QP01QQP1P1P0l06006060000606600666060603`0H00H0H0000H0HH00HHH0H0H0?01P01P1P0001P1QP01QQP1P1P0l07n7oon7on666667on7n7on603`0OhOoohOohHHHHHOohOhOohH0?001QP1P01QQP1P1QP000001QP0l00660600666060660000006603oh0HH0H00HHH0H0HH000000HHOoo`1QP1P01QQP1P1QP000001QSoooon67n7on7n7ooon7oooon67ooooohHOhOohOhOooohOoooohHOooo`1P0001P1P1P1P1QP1P1P1QSoon060000606060606606060667o`00H0000H0H0H0H0HH0H0H0HH0?001P0001P1P1P1P1QP1P1P1QP0l07n7n7n7n7on7on667n7n7n603`0OhOhOhOhOohOohHHOhOhOhH0?001QP1QP1P1QQP1P1P01QQP1P0l00660660606660606006660603`00HH0HH0H0HHH0H0H00HHH0H0?001QP1QP1P1QQP1P1P01QQP1P0l067on67on667on7on7on67on03`0HOohHOohHHOohOohOohHOoh0?01QP1QQP01P01P1P01P001P000l06606660060060600600060003`0HH0HHH00H00H0H00H000H000?01QP1QQP01P01P1P01P001P000l07n67n667on7oon7on7n667n03`0OhHOhHHOohOoohOohOhHHOh0?01P1P1P1QP0001P1P01QQP1P00l06060606600006060066606003`0H0H0H0HH0000H0H00HHH0H00?01P1P1P1QP0001P1P01QQP1P00l067oon7n67on7n7n7on7n67n03`0HOoohOhHOohOhOhOohOhHOh0?01QP001P1QP1P01P01P001P1P0l06600060660600600600060603`0HH000H0HH0H00H00H000H0H0?01QP001P1QP1P01P01P001P1P0l067ooon7on67oon7ooon7on603`0HOooohOohHOoohOooohOohH0?01P001P1P1QP01P1P1P1QP1QP0l06000606066006060606606603`0H000H0H0HH00H0H0H0HH0HH0?01P001P1P1QP01P1P1P1QP1QP0l07on7n0607on7oon0607n7on03`0OohOh0l0OohOooh0l0OhOoh0?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158 50 50 110 110|45 2 88 2 88 S|(80,45)*8(4,16)o10~0.5 (45,25)*8(4,16)o10~0.5 (45,65)*8(4,16)o10~0.5 (115,25)*8(4,16)o10~0.5 (115,65)*8(4,16)o10~0.5
oooooooooooooooooooooooooooooooooooooooooooooooooooool0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007l00000000?h0000000l0000000Oh00000001oP0000003`0000001o`0000000?n0000000?00000003oP0000001o`0000000l00000007o0000000?n00000003`0000000?n0000001o`0000000?00000000Ol000000?n00000000l00000000oh000001o`00000003`00000001o`00000?n00000000?000000003oP00001o`00000000l000000007o00000?n000000003`00000000?n00001o`00000000?000000000Ol0000?n000000000l000000000oh0001o`000000003`000000001o`000?n000000000?0000000003oP001o`000000000l0000000007o000?n0000000003`000000000?n001o`000000000?0000000000Ol00?n0000000000l0000000000oh01o`0000000003`0000000001o`0?n0000000000?00000000003oP1o`0000000000l00000000007o0?n00000000003`0000000000?n1o`0000000000?00000000000Ol?n00000000000l00000000000oio`00000000003`00000000001oon00000000000?000000000003oo`00000000000l000000000007on000000000003oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo`00000000000Ooh00000000000?000000000003oo`00000000000l00000000000OooP00000000003`00000000003oWo00000000000?00000000000Ol?n00000000000l00000000003oPOl00000000003`0000000000Ol0oh0000000000?00000000003oP1o`0000000000l0000000000Ol03oP0000000003`0000000003oP07o0000000000?0000000000Ol00?n0000000000l0000000003oP00Ol0000000003`000000000Ol000oh000000000?0000000003oP001o`000000000l000000000Ol0003oP000000003`000000003oP0007o000000000?000000000Ol0000?n000000000l000000003oP0000Ol000000003`00000000Ol00000oh00000000?000000003oP00001o`00000000l00000000Ol000003oP00000003`00000003oP000007o00000000?00000000Ol000000?n00000000l00000003oP000000Ol00000003`0000000Ol0000000oh0000000?00000003oP0000001o`0000000l0000000Ol00000003oP0000003`0000001oP00000007n0000000?00000007l00000000?h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158 50 50 110 110|45 2 88 2 88|(80,45)*20(15,25)o50 (80,45)*8(1,15)
oooooooooooooooooooooooooooooooooooooooooooooooooooool0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158 50 50 110 110|45 2 88 2 88|(50,18)*10(5,15)o5 (110,18)*10(5,15)o5 (50,72)*10(5,15)o5 (110,72)*10(5,15)o5 (142,45)*10(5,15)o5
oooooooooooooooooooooooooooooooooooooooooooooooooooool00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?0oooooooooooooool000000000l3ooooooooooooooo`000000003`?ooooooooooooooo000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158|45|(90,45)*5(3,7)o5~1.5 (95,35)*5(3,7)o5~0.5 (95,55)*5(3,7)o5~0.5 (120,45)*5(3,7)o5 (135,40)*5(3,7)o5 (140,50)*5(3,7)o5
oooooooooooooooooooooooooooooooooooooooooooooooooooool00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3oo`000000000000000000000?oooo0000000000000000000000ooool0000000000000000000003oooo`000000000000000000000?oooo0000000000000000000000ooool0000000000000000000003oo`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0o0000000000000000000000o0l3l0000000000000000000003l3`?`000000000000000000000?`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?0oooooooooooooooooooooooo0l3oooooooooooooooooooooool3`?ooooooooooooooooooooooo`?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158|45 W|(135,65)*15(10,20) (25,65)*15(10,20) (25,25)*15(10,20) (135,25)*15(10,20) (80,65)*15(10,20)o15 (80,25)*15(10,20)o15
oooooooooooooooooooooooooooooooooooooooooooooooooooool0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007l00000000?h0000000l0000000Oh00000001oP0000003`0000001o`0000000?n0000000?00000003oP0000001o`0000000l00000007o0000000?n00000003`0000000?n0000001o`0000000?00000000Ol000000?n00000000l00000000oh000001o`00000003`00000001o`00000?n00000000?000000003oP00001o`00000000l000000007o00000?n000000003`00000000?n00001o`00000000?000000000Ol0000?n000000000l000000000oh0001o`000000003`000000001o`000?n000000000?0000000003oP001o`000000000l0000000007o000?n0000000003`000000000?n001o`000000000?0000000000Ol00?n0000000000l0000000000oh01o`0000000003`0000000001o`0?n0000000000?00000000003oP1o`0000000000l00000000007o0?n00000000003`0000000000?n1o`0000000000?00000000000Ol?n00000000000l00000000000oio`00000000003`00000000001oon00000000000?000000000003oo`00000000000l000000000007on000000000003oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo`00000000000Ooh00000000000?000000000003oo`00000000000l00000000000OooP00000000003`00000000003oWo00000000000?00000000000Ol?n00000000000l00000000003oPOl00000000003`0000000000Ol0oh0000000000?00000000003oP1o`0000000000l0000000000Ol03oP0000000003`0000000003oP07o0000000000?0000000000Ol00?n0000000000l0000000003oP00Ol0000000003`000000000Ol000oh000000000?0000000003oP001o`000000000l000000000Ol0003oP000000003`000000003oP0007o000000000?000000000Ol0000?n000000000l000000003oP0000Ol000000003`00000000Ol00000oh00000000?000000003oP00001o`00000000l00000000Ol000003oP00000003`00000003oP000007o00000000?00000000Ol000000?n00000000l00000003oP000000Ol00000003`0000000Ol0000000oh0000000?00000003oP0000001o`0000000l0000000Ol00000003oP0000003`0000001oP00000007n0000000?00000007l00000000?h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158 50 50 110 110|45 2 88 2 88 W|(80,45)*20(15,25)o50 (80,45)*8(1,15)
oooooooooooooooooooooooooooooooooooooooooooooooooooool0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l3ooooohOooooooooooQoooool3`?oooooQoooooooooon7ooooo`?0ooooon7oooooooooohOooooo0l3ooooohOooooooooooQoooool3`?00000007`00000000000003`?0l0000000O00000000000000?0l3`0000001l00000000000000l3`?00000007`00000000000003`?0l?ool?ooo3oooo`oooooool?0l3`ooo`oool?oooo3ooooooo`l3`?3ooo3ooo`ooool?ooooooo3`?0l?ool?ooo3oooo`oooooool?0l3`l03`l000?000?00l00003`l3`?3`0?3`000l000l03`0000?3`?0l?00l?0003`003`0?00000l?0l3`l03`l000?000?00l00003`l3`?3`l?oooool?o`ooo`ooooo3`?0l?3`oooooo`oo3ooo3ooool?0l3`l?3oooooo3ol?ool?oooo`l3`?3`l?oooool?o`ooo`ooooo3`?0l?3`0000000l?00003`000l?0l3`l?00000003`l0000?0003`l3`?3`l0000000?3`0000l000?3`?0l?3`0000000l?00003`000l?0l3ol?ooo`oooo`oo3ol?3ooo`l3`?o`oooo3oooo3ol?o`l?ooo3`?0oo3oool?oool?o`oo3`oool?0l3ol?ooo`oooo`oo3ol?3ooo`l3`?o`oooo3oooo3ol?o`l?ooo3`?0oo3oool?oool?o`oo3`oool?0l0000003`000?`l?o`l?3`000l3`000000?0000o3`oo3`l?0003`?0000000l0003l?3ol?3`l000?0l0000003`000?`l?o`l?3`000l3ooooooooooooo3`oo3ol?ooooooooooooooooool?000?o`ooooooooooooooooooo`l000oo3ooooooooooooooooooo3`003ol?ooooooooooooooooool?000?o`ooooooooooooooooooo`l?o`oo3oooooo`000000?0000o3`oo3`l?0003`?0000000l0003l?3ol?3`l000?0l0000003`000?`l?o`l?3`000l3`000000?0000o3`oo3`l?0003`?0oo3oool?oool?o`oo3`oool?0l3ol?ooo`oooo`oo3ol?3ooo`l3`?o`oooo3oooo3ol?o`l?ooo3`?0oo3oool?oool?o`oo3`oool?0l3ol?ooo`oooo`oo3ol?3ooo`l3`?o`oooo3oooo3ol?o`l?ooo3`?0l?3`0000000l?00003`000l?0l3`l?00000003`l0000?0003`l3`?3`l0000000?3`0000l000?3`?0l?3`0000000l?00003`000l?0l3`l?3oooooo3ol?ool?oooo`l3`?3`l?oooool?o`ooo`ooooo3`?0l?3`oooooo`oo3ooo3ooool?0l3`l?3oooooo3ol?ool?oooo`l3`?3`0?3`000l000l03`0000?3`?0l?00l?0003`003`0?00000l?0l3`l03`l000?000?00l00003`l3`?3`0?3`000l000l03`0000?3`?0l?ool?ooo3oooo`oooooool?0l3`ooo`oool?oooo3ooooooo`l3`?3ooo3ooo`ooool?ooooooo3`?0l?ool?ooo3oooo`oooooool?0l3`0000001l00000000000000l3`?00000007`00000000000003`?0l0000000O00000000000000?0l3`0000001l00000000000000l3`?oooooon7oooooooQooooooo`?0ooooooohOoooooon7ooooooo0l3oooooooQooooooohOooooool3`?oooooon7oooooooQooooooo`?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?00000007h000000007h0000000l0000000OP00000000OP0000003`0000001n000000001n0000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158 50 50 110 110|45 2 88 2 88 SW|(130,45)*10(5,15)o20~0.6 (50,45)*10(5,15)o25~0.6 (95,30)*10(5,15)o15~0.4 (95,70)*10(5,15)o15~0.4
oooooooooooooooooooooooooooooooooooooooooooooooooooool00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000oooooooooooooooooooooooooooooooooooooooooooooooooooooo00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158|45 W|(40,70)*25(20,30)o10~0.5 (70,20)*25(20,30)o10 (100,70)*25(20,30)o10~1.5 (130,20)*25(20,30)o10~2
oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|158 50 50 110 110|45 2 88 2 88|
oooooooooooooooooooooooooooooooooooooooooooooooooooool00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?0ooooooool000000?oooooooo0l3oooooooo`000000ooooooool3`?oooooooo0000003oooooooo`?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?00000000000000000000000000l00000000000000000000000003`0000000000000000000000000?ooooooooooooooooooooooooooooooooooooooooooooooooooooo|8|45|82|45 A|
